id,name,audiance,open_day,duration,genres,image,watch_grade,actors
359,스머프: 비밀의 숲,420615,20170428,89,"[20, 11]",https://movie-phinf.pstatic.net/20170428_97/1493358197366gAMdD_JPEG/movie_image.jpg,0,"[199, 1430, 153, 756]"
360,특별시민,1334084,20170426,130,[2],https://movie-phinf.pstatic.net/20170419_128/1492582031650Pk5Iq_JPEG/movie_image.jpg,15,"[243, 88, 673, 956, 784, 1446, 538, 114, 264, 407]"
361,슈퍼 빼꼼: 스파이 대작전,77067,20170503,76,"[20, 7]",https://movie-phinf.pstatic.net/20170328_207/1490661900196ObqpA_JPEG/movie_image.jpg,0,"[1090, 484, 368, 493]"
362,극장판 또봇: 로봇군단의 습격,128099,20170427,81,[20],https://movie-phinf.pstatic.net/20170403_18/14911863568994AIQc_JPEG/movie_image.jpg,0,"[1252, 685, 793, 187, 872]"
363,미녀와 야수,5132304,20170316,129,"[18, 6, 3]",https://movie-phinf.pstatic.net/20170207_61/14864349974992zXL8_JPEG/movie_image.jpg,0,"[658, 805, 742, 1334, 510, 301, 413, 29]"
364,아빠는 딸,629652,20170412,114,[7],https://movie-phinf.pstatic.net/20170323_62/1490230691455MpGoC_JPEG/movie_image.jpg,12,"[370, 603, 588, 1064, 407, 751]"
365,"서서평, 천천히 평온하게",40346,20170426,78,[17],https://movie-phinf.pstatic.net/20170320_65/1489970121837vBFPN_JPEG/movie_image.jpg,0,"[1231, 902, 397]"
366,오두막,49328,20170420,132,[2],https://movie-phinf.pstatic.net/20190313_6/1552469385915Hywr5_JPEG/movie_image.jpg,12,"[1467, 757, 149]"
367,극장판 쿠로코의 농구 라스트 게임,14730,20170427,91,[20],https://movie-phinf.pstatic.net/20170414_125/1492154333194H9k8h_JPEG/movie_image.jpg,12,[687]
368,프리즌,2920530,20170323,124,"[12, 4]",https://movie-phinf.pstatic.net/20181011_204/1539224717558dj9t0_JPEG/movie_image.jpg,19,"[298, 1393, 853, 277, 1235]"
369,파워레인져스: 더 비기닝,62029,20170420,124,"[4, 8, 6, 9]",https://movie-phinf.pstatic.net/20170420_160/1492661905024R24yF_JPEG/movie_image.jpg,12,"[1328, 602, 1444, 1311, 173, 385, 1205]"
370,히든 피겨스,428291,20170323,126,[2],https://movie-phinf.pstatic.net/20170323_41/14902311518230x8pp_JPEG/movie_image.jpg,12,"[1113, 757, 1085, 657, 1227]"
371,라이프,457539,20170405,103,"[9, 10]",https://movie-phinf.pstatic.net/20190509_178/1557389374572ajybu_JPEG/movie_image.jpg,15,"[765, 824, 812, 326]"
372,가디언즈 오브 갤럭시,1329992,20140731,120,"[4, 8, 9]",,12,"[1239, 402, 315, 1281, 1379]"
373,파운더,19866,20170420,115,[2],https://movie-phinf.pstatic.net/20170328_244/1490663193916weWkH_JPEG/movie_image.jpg,15,[274]
374,어느날,220707,20170405,113,[18],https://movie-phinf.pstatic.net/20190411_160/1554961520824G2WtR_JPEG/movie_image.jpg,15,"[731, 689, 1466, 390, 930]"
375,시간위의 집,125702,20170405,99,"[5, 10]",https://movie-phinf.pstatic.net/20170323_106/1490234100195y49H0_JPEG/movie_image.jpg,15,"[1457, 375, 277, 472, 1142]"
376,공각기동대 : 고스트 인 더 쉘,757594,20170329,106,"[9, 12, 4]",https://movie-phinf.pstatic.net/20170323_283/1490247365952HKKGB_JPEG/movie_image.jpg,15,"[1145, 170]"
377,원라인,430116,20170329,131,[12],https://movie-phinf.pstatic.net/20170223_103/1487817429084D0Le6_JPEG/movie_image.jpg,15,"[444, 1228, 102, 1372, 1284, 496]"
378,패트리어트 데이,58122,20170406,133,"[2, 10]",https://movie-phinf.pstatic.net/20170302_9/1488420909421nHcFP_JPEG/movie_image.jpg,15,"[1462, 268, 1460, 1269, 1210]"
379,슈퍼 버드,18039,20170406,80,[20],https://movie-phinf.pstatic.net/20170308_25/1488935695253aJXAb_JPEG/movie_image.jpg,0,"[132, 869]"
380,보통사람,366697,20170323,121,[2],https://movie-phinf.pstatic.net/20170228_155/1488245330101ewBDc_JPEG/movie_image.jpg,15,"[654, 922, 543, 784, 1236, 1456]"
381,데스노트: 더 뉴 월드,22822,20170329,134,"[12, 2, 10]",https://movie-phinf.pstatic.net/20170302_67/1488420996373TksaY_JPEG/movie_image.jpg,15,"[1442, 706, 1039, 1076]"
382,미스 슬로운,22194,20170329,132,"[2, 10]",https://movie-phinf.pstatic.net/20170412_230/1491961688364Vftv5_JPEG/movie_image.jpg,15,"[1176, 413, 1322, 320, 730, 1207]"
383,밤의 해변에서 혼자,40725,20170323,100,[2],https://movie-phinf.pstatic.net/20170309_161/14890242787646H90q_JPEG/movie_image.jpg,19,"[895, 81, 94, 643, 1365]"
384,콩: 스컬 아일랜드,1688976,20170308,118,"[4, 8, 6]",https://movie-phinf.pstatic.net/20170302_105/1488429340048tk4Cw_JPEG/movie_image.jpg,12,"[655, 1242, 1009, 268]"
385,로건,2155751,20170301,137,"[4, 9]",https://movie-phinf.pstatic.net/20170511_70/1494464362009nw0gc_JPEG/movie_image.jpg,19,"[1179, 524, 41]"
386,비정규직 특수요원,146802,20170316,117,"[7, 4]",https://movie-phinf.pstatic.net/20170302_41/1488415864204vXyhe_JPEG/movie_image.jpg,15,"[622, 1156, 277, 769, 769]"
387,극장판 암살교실 : 365일의 시간,18560,20170323,92,[20],https://movie-phinf.pstatic.net/20170216_80/1487210444716vT0Bt_JPEG/movie_image.jpg,12,[]
388,해빙,1197869,20170301,117,[10],https://movie-phinf.pstatic.net/20170210_40/1486707180853wnm7T_JPEG/movie_image.jpg,15,"[1307, 1064, 348, 939, 661]"
389,재심,2415253,20170215,118,[2],https://movie-phinf.pstatic.net/20170206_116/1486347780659NI0zd_JPEG/movie_image.jpg,15,"[25, 785, 142, 1372, 1349, 203]"
390,파도가 지나간 자리,68026,20170308,132,"[2, 18]",https://movie-phinf.pstatic.net/20170207_77/1486428668482DdNyh_JPEG/movie_image.jpg,15,"[58, 891, 1244]"
391,23 아이덴티티,1673890,20170222,117,[10],https://movie-phinf.pstatic.net/20170207_225/1486428081012r6FQr_JPEG/movie_image.jpg,15,"[1147, 1271, 382, 1144]"
392,스페이스 비트윈 어스,22200,20170316,120,"[8, 2, 18, 9]",https://movie-phinf.pstatic.net/20170222_126/1487730520870CY3o6_JPEG/movie_image.jpg,12,"[907, 1439, 546, 1077]"
393,문라이트,141070,20170222,110,[2],https://movie-phinf.pstatic.net/20190102_61/1546407632142yvwrI_JPEG/movie_image.jpg,15,"[1061, 185, 808]"
394,눈길,118820,20170301,121,[2],https://movie-phinf.pstatic.net/20170202_22/1486013531156vr1sb_JPEG/movie_image.jpg,15,"[1461, 560, 358, 712, 1466, 930]"
395,트롤,669262,20170216,92,[20],https://movie-phinf.pstatic.net/20181226_155/1545811851811WEJWD_JPEG/movie_image.jpg,0,"[743, 46, 533, 364, 79, 1224, 1119, 1080, 928, 947, 1044, 793, 1394, 344]"
396,조작된 도시,2492389,20170209,126,"[12, 4]",https://movie-phinf.pstatic.net/20170206_87/1486347556947SbfPd_JPEG/movie_image.jpg,15,"[767, 673, 1365, 446, 543, 143, 67, 67, 679]"
397,싱글라이더,338663,20170222,97,[2],https://movie-phinf.pstatic.net/20170223_77/1487828550952mDECT_JPEG/movie_image.jpg,15,"[188, 753, 343, 900]"
398,존 윅 - 리로드,247687,20170222,122,"[4, 12, 10]",https://movie-phinf.pstatic.net/20170221_170/1487660350597Fn5yI_JPEG/movie_image.jpg,19,"[892, 534, 866, 1127, 748, 1062]"
399,공조,7796328,20170118,125,[4],https://movie-phinf.pstatic.net/20170118_143/1484714583493K148x_JPEG/movie_image.jpg,15,"[754, 1027, 1292, 712, 1372]"
400,그레이트 월,488683,20170215,103,"[6, 4]",https://movie-phinf.pstatic.net/20170302_105/1488429340048tk4Cw_JPEG/movie_image.jpg,12,"[861, 194, 915, 320, 556]"
401,핵소 고지,121682,20170222,138,"[2, 19]",https://movie-phinf.pstatic.net/20170118_51/1484706629500KiUn8_JPEG/movie_image.jpg,15,"[459, 1467, 339]"
402,루시드 드림,85247,20170222,101,"[9, 10]",https://movie-phinf.pstatic.net/20170123_132/1485160659795SfWgk_JPEG/movie_image.jpg,15,"[1052, 875, 997, 1075, 408, 412]"
403,더 큐어,126456,20170215,146,"[5, 10]",https://movie-phinf.pstatic.net/20170215_293/1487139004248ExVyx_JPEG/movie_image.jpg,19,"[920, 184, 798]"
404,트리플 엑스 리턴즈,465273,20170208,106,"[4, 8, 10]",https://movie-phinf.pstatic.net/20170208_36/14865215818208kKCw_JPEG/movie_image.jpg,15,"[1281, 1009, 866, 1339, 607]"
405,50가지 그림자: 심연,173351,20170209,118,"[2, 18]",https://movie-phinf.pstatic.net/20170209_186/1486602690791shLj1_JPEG/movie_image.jpg,19,"[738, 20]"
406,발레리나,157498,20170209,89,"[20, 8, 11, 3]",https://movie-phinf.pstatic.net/20180528_134/1527492545350kgbJ8_JPEG/movie_image.jpg,0,"[1370, 920]"
407,마이펫 오지,63703,20170216,89,"[20, 8]",https://movie-phinf.pstatic.net/20170119_111/14847903644704wpI3_JPEG/movie_image.jpg,0,[]
408,더 킹,5271641,20170118,134,"[12, 2]",https://movie-phinf.pstatic.net/20190503_190/1556859946842uiA5f_JPEG/movie_image.jpg,15,"[1093, 266, 1352, 1377, 672, 1161, 1261, 1202, 321]"
409,컨택트,563991,20170202,116,"[9, 2, 10]",https://movie-phinf.pstatic.net/20190401_141/1554102959106OvqoU_JPEG/movie_image.jpg,12,"[27, 1240, 1407]"
410,모아나,2264365,20170112,113,[20],https://movie-phinf.pstatic.net/20181113_235/1542092373826QJTyT_JPEG/movie_image.jpg,0,"[1143, 981, 1306]"
411,명탐정 코난: 에피소드 원-작아진 명탐정,81707,20170208,95,[20],https://movie-phinf.pstatic.net/20170123_183/1485161474930n8L6W_JPEG/movie_image.jpg,12,[]
412,레고 배트맨 무비,105962,20170209,104,"[20, 4, 7]",https://movie-phinf.pstatic.net/20170109_192/1483925158727Ampy8_JPEG/movie_image.jpg,0,"[1189, 1121, 6]"
413,레지던트 이블: 파멸의 날,708002,20170125,106,"[4, 0, 9, 10]",https://movie-phinf.pstatic.net/20170102_9/1483318733129WOMJj_JPEG/movie_image.jpg,19,"[1172, 583, 1247]"
414,너의 이름은.,3554657,20170104,106,"[20, 2, 18]",https://movie-phinf.pstatic.net/20171222_70/1513920001726sikUX_JPEG/movie_image.jpg,12,"[1117, 44, 637, 183]"
415,터닝메카드W: 블랙미러의 부활,422855,20170118,72,[20],https://movie-phinf.pstatic.net/20161227_258/14828014959002yma4_JPEG/movie_image.jpg,0,"[1201, 245, 344, 1044, 114]"
416,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,116961,20170125,96,[20],https://movie-phinf.pstatic.net/20170110_166/1484038104926uPjpU_JPEG/movie_image.jpg,0,"[993, 781, 1073, 112, 1168, 505, 1463]"
417,라이언,59439,20170201,118,[2],https://movie-phinf.pstatic.net/20180830_255/1535617066059pso7I_JPEG/movie_image.jpg,12,"[941, 1300, 503]"
418,딥워터 호라이즌,68381,20170125,107,"[4, 2]",https://movie-phinf.pstatic.net/20170102_156/1483339338700qH0kh_JPEG/movie_image.jpg,12,"[1462, 388, 39, 675, 537]"
419,얼라이드,499678,20170111,123,"[10, 2, 18]",https://movie-phinf.pstatic.net/20170111_190/1484109559882syVIk_JPEG/movie_image.jpg,15,"[387, 428, 917, 138]"
420,마스터,7133595,20161221,142,"[4, 12]",https://movie-phinf.pstatic.net/20190425_186/15561707187167g3sB_JPEG/movie_image.jpg,15,"[753, 664, 1329, 667, 1007, 518]"
421,어쌔신 크리드,352139,20170111,115,"[4, 8, 6, 9]",https://movie-phinf.pstatic.net/20161223_257/1482480258147oLc6p_JPEG/movie_image.jpg,15,"[58, 428, 1067, 1435, 949]"
422,반지의 제왕 : 두개의 탑 (확장판),20174,20170118,235,"[6, 8, 4]",,12,"[1111, 510, 1454, 1221, 729, 471, 964, 339, 979, 104]"
423,패신저스,654883,20170104,116,"[8, 9]",https://movie-phinf.pstatic.net/20190219_60/1550564792528IuthD_JPEG/movie_image.jpg,12,"[1239, 278, 230, 743, 1062]"
424,씽,1710057,20161221,107,"[20, 3]",https://movie-phinf.pstatic.net/20171228_277/1514423322905HIuAs_JPEG/movie_image.jpg,0,"[212, 815, 1145, 530, 282]"
425,눈의 여왕 3: 눈과 불의 마법대결,346092,20170104,89,"[20, 8, 11, 6]",https://movie-phinf.pstatic.net/20161220_74/1482198586385dvH1r_JPEG/movie_image.jpg,0,"[297, 928, 493, 433]"
426,사랑하기 때문에,329548,20170104,110,"[7, 18]",https://movie-phinf.pstatic.net/20170104_177/1483511463785599vQ_JPEG/movie_image.jpg,12,"[1285, 105, 1226, 921, 86, 1352, 759, 297, 297]"
427,로그 원: 스타워즈 스토리,979088,20161228,133,"[4, 8, 6, 9]",https://movie-phinf.pstatic.net/20170323_50/1490231495113Exj6V_JPEG/movie_image.jpg,12,"[452, 987, 1301, 1369, 1407, 1274, 1306, 987]"
428,판도라,4545686,20161207,135,"[2, 10]",,12,"[731, 574, 989, 1134, 1349, 1035, 348, 646, 302, 200, 888]"
429,여교사,86439,20170104,96,[2],https://movie-phinf.pstatic.net/20181127_12/1543283327678YMpCC_JPEG/movie_image.jpg,19,"[1412, 1142, 677, 677]"
430,"당신, 거기 있어줄래요",1143445,20161214,110,"[6, 2]",,12,"[623, 249, 863, 543, 28, 821]"
431,루돌프와 많이있어,119420,20161228,88,[20],https://movie-phinf.pstatic.net/20161130_93/1480494792922pxVHU_JPEG/movie_image.jpg,0,"[250, 344, 586, 1084, 275, 1200, 1092]"
432,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,238452,20161222,94,"[20, 8, 6, 11]",https://movie-phinf.pstatic.net/20161201_148/1480555274369tLMtD_JPEG/movie_image.jpg,0,[]
433,하이큐!! 승자와 패자,22733,20161228,87,[20],https://movie-phinf.pstatic.net/20170712_172/1499825292533tE0Ev_JPEG/movie_image.jpg,12,[]
434,형,2975602,20161123,109,"[7, 2]",,12,"[440, 705, 690, 1299]"
435,극장판 도라에몽: 신 진구의 버스 오브 재팬,43229,20161221,103,[20],https://movie-phinf.pstatic.net/20161219_243/1482112841241XoNdp_JPEG/movie_image.jpg,0,"[340, 758, 368, 73, 857]"
436,신비한 동물사전,4652626,20161116,132,"[8, 11, 6]",,12,"[426, 1206, 325, 832]"
437,아기배달부 스토크,319473,20161207,86,[20],https://movie-phinf.pstatic.net/20161128_94/1480301274972lzE29_JPEG/movie_image.jpg,0,"[810, 639, 1256, 178]"
438,미씽: 사라진 여자,1139535,20161130,99,[5],https://movie-phinf.pstatic.net/20161130_126/1480469003419ruzKF_JPEG/movie_image.jpg,15,"[712, 667, 343, 1284]"
439,원피스 필름 골드,205900,20161208,120,"[20, 8, 6, 4]",https://movie-phinf.pstatic.net/20161115_242/1479176476136eUMhd_JPEG/movie_image.jpg,12,"[1286, 353, 584, 358, 565, 816]"
440,목숨 건 연애,37650,20161214,103,"[18, 7]",https://movie-phinf.pstatic.net/20161205_257/1480912200246MaWGU_JPEG/movie_image.jpg,15,"[615, 219, 1443, 446, 1166]"
441,스노우타임,21676,20161215,71,"[20, 11]",https://movie-phinf.pstatic.net/20161110_57/1478740856877YK1Df_JPEG/movie_image.jpg,0,[]
442,잭 리처: 네버 고 백,591883,20161130,118,"[4, 12, 2]",https://movie-phinf.pstatic.net/20161130_61/14804897645328nwRS_JPEG/movie_image.jpg,15,"[837, 1390, 372]"
443,언더월드: 블러드 워,71088,20161130,91,"[4, 6, 0]",https://movie-phinf.pstatic.net/20161122_128/1479777377995o70tG_JPEG/movie_image.jpg,15,"[499, 239, 357, 1035]"
444,닥터 스트레인지,5436233,20161026,114,"[4, 8, 6]",https://movie-phinf.pstatic.net/20161014_50/147640824152266AVn_JPEG/movie_image.jpg,12,"[164, 341, 1395, 1301, 969, 936, 730]"
445,두 남자,49954,20161130,91,"[12, 4]",https://movie-phinf.pstatic.net/20161125_77/1480057627692cyrrE_JPEG/movie_image.jpg,19,"[264, 1163, 797]"
446,리틀메딕: 몸속탐험대,62799,20161124,78,"[20, 11]",https://movie-phinf.pstatic.net/20161121_300/14796956923620c9Hp_JPEG/movie_image.jpg,0,[]
447,가려진 시간,506877,20161116,129,"[2, 6]",https://movie-phinf.pstatic.net/20161026_266/1477442984794mcXtF_JPEG/movie_image.jpg,12,"[664, 172, 596, 860, 139, 927]"
448,미스 사이공 : 25주년 특별 공연,33104,20161124,175,[14],https://movie-phinf.pstatic.net/20161103_256/1478160313724rHuDS_JPEG/movie_image.jpg,15,"[605, 436, 269]"
449,스플릿,746692,20161109,121,[2],https://movie-phinf.pstatic.net/20190405_58/1554452854360Focxd_JPEG/movie_image.jpg,15,"[122, 1387, 120, 908, 888]"
450,블레어 위치,38525,20161123,89,"[0, 10]",https://movie-phinf.pstatic.net/20161025_215/1477360190461OPqHv_JPEG/movie_image.jpg,15,[]
451,럭키,6969184,20161013,112,[7],,15,"[1027, 1359, 931, 1376, 1372]"
452,"무현, 두 도시 이야기",174356,20161026,95,[17],https://movie-phinf.pstatic.net/20170814_17/1502675963099mSfot_JPEG/movie_image.jpg,15,"[792, 352]"
453,위자: 저주의 시작,313861,20161109,98,[0],https://movie-phinf.pstatic.net/20161031_300/14778768282600rHU5_JPEG/movie_image.jpg,12,"[400, 395, 734]"
454,하이큐!! 끝과 시작,49187,20161116,88,[20],https://movie-phinf.pstatic.net/20170523_6/1495517148752Hwytk_JPEG/movie_image.jpg,12,"[702, 735]"
455,감바의 대모험,91968,20161110,93,"[20, 8]",https://movie-phinf.pstatic.net/20161021_4/1477013277230Alau9_JPEG/movie_image.jpg,0,[]
456,카페 6,20906,20161116,102,"[18, 7]",https://movie-phinf.pstatic.net/20161110_34/14787451996748J7wh_JPEG/movie_image.jpg,12,"[241, 146, 1032]"
457,세상에서 고양이가 사라진다면,48438,20161109,102,[2],https://movie-phinf.pstatic.net/20161031_112/1477878274762kEDRf_JPEG/movie_image.jpg,12,"[347, 93, 71]"
458,노트북,591338,20041126,123,[18],https://movie-phinf.pstatic.net/20180213_251/1518516657937TxlTK_JPEG/movie_image.jpg,15,"[341, 454]"
459,로스트 인 더스트,74630,20161103,101,"[12, 2]",https://movie-phinf.pstatic.net/20161026_160/1477458664023eYKdG_JPEG/movie_image.jpg,15,"[674, 136, 752]"
460,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,60786,20161103,60,[4],https://movie-phinf.pstatic.net/20161101_195/1477974792110pAokg_JPEG/movie_image.jpg,0,"[944, 600, 350, 1238, 491, 1350, 174, 716, 985]"
461,혼숨,273028,20161026,88,[0],https://movie-phinf.pstatic.net/20161024_102/147727438959046lNP_JPEG/movie_image.jpg,15,"[958, 453, 55]"
462,인페르노,675249,20161019,121,"[5, 10]",,15,"[968, 452, 136, 93, 52]"
463,선생님의 일기,51217,20161102,109,"[18, 2]",https://movie-phinf.pstatic.net/20181206_63/15440781734485OOo6_JPEG/movie_image.jpg,12,[1420]
464,무한대를 본 남자,23069,20161103,108,[2],https://movie-phinf.pstatic.net/20161013_118/1476326424121HMKwP_JPEG/movie_image.jpg,12,"[941, 1435, 1140]"
465,미스 페레그린과 이상한 아이들의 집,2705153,20160928,126,"[5, 6]",https://movie-phinf.pstatic.net/20160913_124/1473736308649Wktj4_JPEG/movie_image.jpg,12,"[650, 1009, 1439, 392, 62]"
466,걷기왕,82266,20161020,92,[2],https://movie-phinf.pstatic.net/20160930_6/1475222961542h6jXi_JPEG/movie_image.jpg,12,"[673, 1427, 697, 1365]"
467,자백,108802,20161013,106,[17],https://movie-phinf.pstatic.net/20161004_45/1475545337972XDyUi_JPEG/movie_image.jpg,15,[843]
468,쿠보와 전설의 악기,16254,20161026,102,"[20, 8, 11, 6]",https://movie-phinf.pstatic.net/20160920_156/1474347348571tAzrJ_JPEG/movie_image.jpg,0,"[522, 6, 1300, 212]"
469,맨 인 더 다크,986332,20161005,88,[10],https://movie-phinf.pstatic.net/20160926_50/1474871861533Vs8ok_JPEG/movie_image.jpg,19,"[910, 1030, 569, 1437]"
470,브리짓 존스의 베이비,803928,20160928,122,"[7, 18]",https://movie-phinf.pstatic.net/20160928_292/1475049717166BloND_JPEG/movie_image.jpg,15,"[169, 946, 681]"
471,바스티유 데이,93632,20161013,91,[4],https://movie-phinf.pstatic.net/20160920_250/1474338490350vjwhM_JPEG/movie_image.jpg,15,"[1371, 1357, 927]"
472,어카운턴트,67709,20161013,127,"[4, 10]",https://movie-phinf.pstatic.net/20181217_248/1545035130831KsSrG_JPEG/movie_image.jpg,15,"[531, 743, 1269]"
473,아수라,2577172,20160928,132,"[12, 4]",https://movie-phinf.pstatic.net/20180131_16/1517381229841vD9SI_JPEG/movie_image.jpg,19,"[266, 283, 373, 747, 88, 1236, 370]"
474,설리: 허드슨강의 기적,607841,20160928,95,[2],https://movie-phinf.pstatic.net/20160929_171/1475137390209iWmGD_JPEG/movie_image.jpg,12,"[968, 1070, 1291]"
475,죽여주는 여자,83937,20161006,110,[2],https://movie-phinf.pstatic.net/20181002_237/1538466486571MevdC_JPEG/movie_image.jpg,19,"[38, 1078, 1381, 331, 1028]"
476,밀정,7458824,20160907,139,[4],https://movie-phinf.pstatic.net/20160823_114/1471936485192cjjcD_JPEG/movie_image.jpg,15,"[1469, 1399, 229, 139, 158]"
477,피터와 드래곤,88276,20160928,102,"[8, 11, 6]",https://movie-phinf.pstatic.net/20161212_244/1481518226924w7fib_JPEG/movie_image.jpg,0,"[361, 1337, 70, 1169, 103]"
478,벤허,1388980,20160914,123,"[8, 2]",https://movie-phinf.pstatic.net/20160830_161/1472547227447rvOLg_JPEG/movie_image.jpg,12,"[788, 759, 1013, 342]"
479,아이 엠 어 히어로,201145,20160921,126,"[4, 0]",https://movie-phinf.pstatic.net/20160919_258/1474248638243xxuOS_JPEG/movie_image.jpg,19,"[389, 8, 637]"
480,매그니피센트 7,918835,20160914,132,"[4, 15]",https://movie-phinf.pstatic.net/20160902_107/14727819992496P6bw_JPEG/movie_image.jpg,15,"[49, 1239, 753, 1401, 708, 393]"
481,"고산자, 대동여지도",949563,20160907,129,[16],https://movie-phinf.pstatic.net/20160830_267/1472533825556VNMmB_JPEG/movie_image.jpg,0,"[468, 1270, 210, 506, 11, 1135, 1202, 1235]"
482,거울나라의 앨리스,502798,20160907,112,"[8, 11, 6]",https://movie-phinf.pstatic.net/20160718_163/1468808352015NBrbc_JPEG/movie_image.jpg,12,"[1088, 1057, 487, 1218, 1198, 230]"
483,카페 소사이어티,94240,20160914,96,"[18, 2]",https://movie-phinf.pstatic.net/20160905_194/1473053493882el69E_JPEG/movie_image.jpg,15,"[1049, 896, 1391, 826]"
484,드림 쏭,204625,20160914,89,[20],https://movie-phinf.pstatic.net/20160809_188/14707191483944lT0C_JPEG/movie_image.jpg,0,"[1269, 9, 592]"
485,달빛궁궐,138081,20160907,80,"[20, 6, 8]",https://movie-phinf.pstatic.net/20160811_235/1470898303521QF8Tr_JPEG/movie_image.jpg,0,"[1350, 143, 287, 344, 75, 1084, 793, 685]"
486,장난감이 살아있다,131232,20160907,91,"[20, 8, 11]",https://movie-phinf.pstatic.net/20160819_271/1471580592982c6r7l_JPEG/movie_image.jpg,0,"[578, 251, 311, 1346]"
487,로빈슨 크루소,114860,20160907,89,"[20, 8, 7]",https://movie-phinf.pstatic.net/20160912_151/1473662005455fSbn3_JPEG/movie_image.jpg,0,"[611, 1031]"
488,아이엠스타 뮤직어워드,61382,20160914,56,[20],https://movie-phinf.pstatic.net/20160905_249/1473053782035FlFtc_JPEG/movie_image.jpg,0,"[1250, 319, 1047, 838, 1201]"
489,터널,7076050,20160810,126,[2],https://movie-phinf.pstatic.net/20170221_186/1487652637574KR2ad_JPEG/movie_image.jpg,12,"[847, 1087, 1007, 1028]"
490,메카닉: 리크루트,516530,20160831,97,"[4, 12, 10]",https://movie-phinf.pstatic.net/20160919_261/1474268181725gYkjY_JPEG/movie_image.jpg,15,"[140, 1103, 213, 520]"
491,라이트 아웃,1081038,20160824,80,[0],https://movie-phinf.pstatic.net/20160725_249/1469408792231AYlvh_JPEG/movie_image.jpg,15,"[380, 1035, 1005]"
492,덕혜옹주,5568719,20160803,126,"[16, 2]",https://movie-phinf.pstatic.net/20160805_159/1470378561223pYzbp_JPEG/movie_image.jpg,12,"[99, 1170, 370, 784, 846, 959, 1205, 208, 249, 33, 573, 348, 1037]"
493,고스트버스터즈,479470,20160825,116,"[4, 7, 9]",https://movie-phinf.pstatic.net/20190124_189/1548292732767Xqn6D_JPEG/movie_image.jpg,12,"[23, 481, 726, 197]"
494,스타트렉 비욘드,1127332,20160817,122,"[4, 9]",https://movie-phinf.pstatic.net/20160729_96/1469766304190Y0wUC_JPEG/movie_image.jpg,12,"[674, 772, 402, 627, 1169, 133, 720, 1371, 253]"
495,부산행,11531866,20160720,118,"[4, 10]",https://movie-phinf.pstatic.net/20160720_9/1469001478520W9vSu_JPEG/movie_image.jpg,15,"[1399, 1037, 1047, 468, 264, 900, 1161, 1100, 1028]"
496,인천상륙작전,7033357,20160727,110,"[19, 2]",https://movie-phinf.pstatic.net/20160715_16/1468568203431zYbBs_JPEG/movie_image.jpg,12,"[1382, 1105, 211, 1347, 489, 960, 1388, 819, 574, 1362]"
497,마이펫의 이중생활,2514105,20160803,90,"[20, 7, 11]",https://movie-phinf.pstatic.net/20181128_21/1543372618283dv8Je_JPEG/movie_image.jpg,0,"[696, 1083, 111, 37]"
498,이퀄스,56266,20160831,101,"[2, 9]",https://movie-phinf.pstatic.net/20160812_250/1470984931100UCLaY_JPEG/movie_image.jpg,15,"[578, 896]"
499,플로렌스,89966,20160824,110,[2],https://movie-phinf.pstatic.net/20170120_172/1484877766448Sl5CK_JPEG/movie_image.jpg,15,"[1102, 823]"
500,올레,50358,20160825,103,"[2, 7]",https://movie-phinf.pstatic.net/20160719_156/1468890578487hDfSk_JPEG/movie_image.jpg,15,"[548, 244, 800, 816]"
501,국가대표 2,645363,20160810,125,[2],https://movie-phinf.pstatic.net/20160810_259/1470790761456d04zP_JPEG/movie_image.jpg,12,"[894, 1007, 234, 265, 551]"
502,서울역,121578,20160817,92,[20],https://movie-phinf.pstatic.net/20160818_252/1471487509160C87gg_JPEG/movie_image.jpg,15,"[56, 673, 1359]"
503,수어사이드 스쿼드,1882718,20160803,122,[4],,15,"[653, 116, 76, 709, 804, 1082, 508, 198, 531]"
504,마이 리틀 자이언트,100675,20160810,117,"[8, 11, 6]",https://movie-phinf.pstatic.net/20161206_232/1481003593602tlHOP_JPEG/movie_image.jpg,0,"[1310, 806, 173, 914]"
505,제이슨 본,2539270,20160727,123,"[4, 10]",https://movie-phinf.pstatic.net/20160715_245/1468546346543wqGxJ_JPEG/movie_image.jpg,15,"[861, 1038, 213, 980, 891]"
506,명탐정 코난: 순흑의 악몽,459210,20160803,111,"[20, 5, 8]",https://movie-phinf.pstatic.net/20180601_119/1527833071053vMOoY_JPEG/movie_image.jpg,12,[]
507,슈퍼 프렌즈,56102,20160810,82,[20],https://movie-phinf.pstatic.net/20160726_141/1469497248389Erqlk_JPEG/movie_image.jpg,0,"[1214, 547, 1396, 162, 493, 491]"
508,도리를 찾아서,2564991,20160706,102,"[20, 8, 7]",https://movie-phinf.pstatic.net/20160629_193/1467162594011ViJX4_JPEG/movie_image.jpg,0,"[1146, 237, 1036]"
509,아이스 에이지: 지구 대충돌,547390,20160720,94,"[20, 8, 7]",https://movie-phinf.pstatic.net/20160720_250/1468983135276kCSQT_JPEG/movie_image.jpg,0,"[748, 811, 1012, 772]"
